brand_name,cuisine_tags,restaurant_rating,delivery_time,service_fee,minimum_order_amount,new_restaurant
Kinahon,"['Asian', 'Breakfast']",OK,55,7,10,False
The Breakfast Shop,"['American', 'International', 'Arabic']",Good,49,7,10,False
Dilli Cious Restaurant,"['Indian', 'Grills']",Good,53,5,10,False
Tawook Heroes,"['Sandwiches', 'Arabic']",Very good,54,7,10,False
Khana Sutra,"['Indian', 'Pakistani']",Good,54,7,10,False
Yogurtland Restaurant,"['Frozen', 'Yogurt', 'Specialty', 'Store', 'Cakes', 'Desserts']",Good,48,7,10,False
Sri Aiswariya Vegetarian Restaurant,"['Indian', 'Vegetarian']",Very good,49,7,10,False
Falafeloumi,"['Breakfast', 'Healthy']",NA,67,3,10,False
Dessert Cafe Be.K,"['Desserts', 'Cafe']",Amazing,59,7,10,False
The Pizza Pie Factory,"['Pizza', 'Italian']",Very good,35,5,0,False
Memories Flower,['Flowers'],Good,60,0,250,False
The Bagel Place,['Healthy'],Good,51,7,10,False
Tim Hortons Home Favorites,"['Specialty', 'Store', 'Roastery']",Good,52,7,10,False
Desi Food Hub,"['Pakistani', 'Asian', 'Indian']",Amazing,54,7,10,False
THE KITCHEN EATERY,"['Italian', 'Pasta', 'Healthy']",Good,46,7,10,False
Uzturk,"['Turkish', 'Breakfast', 'Grills']",Good,50,5,10,True
"Papa Murphy's Pizza, Jumeirah Lakes Towers","['American', 'Pizza']",Good,46,7,10,False
800Thali,['Indian'],Good,68,3,10,False
Carluccios Restaurant & Cafe,"['Breakfast', 'Italian', 'Pizza']",Good,55,7,10,False
"Booster Juice, Dubai Media City","['Beverages', 'Fresh', 'Juice', 'Healthy']",Very good,48,9,0,False
"Il Forno, Dubai Mall","['Pizza', 'Sandwiches', 'Pasta']",Very good,50,5,50,False
WINGO – House of Wings,"['Wings', 'Hot', 'Dogs', 'American']",Very good,51,0,10,False
Hyperama Cafeteria,"['Burgers', 'Pizza', 'Sandwiches']",Good,55,7,10,False
California Pizza Kitchen,"['Pizza', 'American', 'Italian']",OK,50,7,10,False
The Glow Paradise,"['Healthy', 'Fresh', 'Juice', 'Salads']",OK,50,7,10,False
Jabal Alarz,"['Arabic', 'Grills', 'Lebanese']",Good,51,5,10,False
Kahloun Restaurant and Cafe,"['Lebanese', 'Arabic', 'Breakfast']",Good,54,5,10,False
"Pret To Go, Emaar Business Park, The Greens","['Healthy', 'Sandwiches', 'Salads']",NA,51,9,10,False
"Marbaiya Restaurant & Cafe, Dubai Marina","['International', 'Arabic', 'Lebanese']",Very good,51,9,0,False
Gup Shup,"['Indian', 'International', 'Asian']",OK,55,5,10,False
Viva Pharmacy,['Pharmacy'],NA,51,9,10,True
Keto Hut,"['Healthy', 'Pizza', 'Burgers']",OK,48,7,10,False
"Miyabi Sushi & Bento, Dubai Media City","['Japanese', 'Vegetarian', 'Healthy']",Very good,58,7,10,False
DAYMA,"['Lebanese', 'Grills']",Good,49,7,10,False
Country Fried Chicken,"['American', 'Fried', 'Chicken']",OK,60,7,10,False
Holy Hummus,"['Arabic', 'Sandwiches']",OK,50,7,10,False
Urban Lobster Rolls & Fish and Chips,"['Seafood', 'International', 'Healthy']",Very good,50,7,10,False
Unbeleafable,"['Healthy', 'Snacks']",Very good,50,7,10,False
"Pushkin Restaurant, Ibn Battuta",['International'],Very good,61,7,10,False
Poke Me,"['Healthy', 'Bowls']",Good,51,7,10,False
Burgerville,"['Burgers', 'Sandwiches']",NA,66,7,10,False
The Crepe King,"['Desserts', 'Beverages']",OK,51,5,10,False
Curry Home,['Indian'],Good,52,7,10,False
"Shanghai Station,Jumeirah Lakes Towers - JLT","['Asian', 'Chinese', 'Thai']",Good,54,0,0,False
Dastarkhwan,"['Pakistani', 'Grills', 'Indian']",Good,53,5,10,False
Hokee Poke,['Healthy'],NA,68,7,10,False
Mumuso,"['Specialty', 'Store', 'Stationery']",NA,55,9,10,True
"Manoushe Street, JBR","['Lebanese', 'Sandwiches', 'Healthy']",Very good,48,7,10,False
OptiVision,['Optical'],NA,76,7,10,False
Wonderbee,"['Specialty', 'Store', 'Cakes', 'Desserts']",NA,49,9,10,False
Puranmal Restaurant,"['Indian', 'Vegetarian']",Very good,46,9,10,False
"Little Bangkok, Jumeirah Lakes Towers","['Thai', 'Asian', 'Chinese']",Very good,50,7,10,False
Al Rifai,"['Specialty', 'Store', 'Roastery']",Good,43,9,10,False
"Super Bowl Asian Cafe, Discovery Gardens","['Asian', 'Chinese', 'Japanese']",Very good,56,9,10,False
"Wok Boyz, Dubai Internet City","['Asian', 'Chinese', 'Thai']",Very good,53,0,10,False
Health Junkie,"['Breakfast', 'Healthy', 'International']",Good,51,7,10,False
Skyler's Place,"['American', 'Italian', 'Mexican']",Very good,52,9,0,False
Omelette,"['Breakfast', 'Desserts', 'International']",OK,53,5,10,False
Otea Cafe,"['Asian', 'Beverages', 'Breakfast']",Very good,48,9,10,False
"Broccoli Pizza & Pasta, Meadows","['Pizza', 'Pasta', 'Italian']",Good,48,7,10,False
Khau Galli,"['Indian', 'Vegetarian', 'Chinese']",Very good,53,7,10,False
Al Mahashi Restaurant,"['Egyptian', 'Arabic']",Very good,60,5,30,False
"Hot Plate Restaurant, Discovery Gardens","['Asian', 'Chinese', 'Indian']",Good,55,7,10,False
India Mahal,"['Grills', 'Indian', 'Vegetarian']",OK,52,7,10,False
Chicken Cottage,['American'],Good,50,7,10,False
Haji Sahab,"['Indian', 'Pakistani', 'Grills']",Very good,49,7,10,False
Mai Himmaak Cafeteria,"['Cafe', 'Sandwiches', 'Burgers']",Very good,51,7,10,False
"Yawmi, Al Sufouh 2","['Healthy', 'Lebanese', 'Arabic']",Very good,50,7,10,False
Gazania Arabic Restaurant,"['Arabic', 'Shawarma', 'Doner', 'Grills']",Very good,53,9,10,False
Just Chill,"['Specialty', 'Store', 'Beverages']",NA,53,9,10,False
Acai Bowl by UNDER500,['Healthy'],OK,50,7,10,False
Street Food by Punjab and Grill,"['Asian', 'Indian']",OK,55,7,10,False
"Perfetto Pizzeria, Jumeirah Lakes Towers - JLT","['Italian', 'Pizza']",Good,51,7,10,False
Wings of New York,['Wings'],Good,51,7,10,False
Brazil Bites,['International'],OK,66,5,10,False
Levant Eats Restaurant,"['Lebanese', 'Arabic', 'Grills']",Good,57,3,10,False
Hola Mexicana,['Mexican'],OK,54,5,10,False
Mami's Illam Pure Veg restaurant,"['Vegetarian', 'Beverages', 'Indian']",Good,51,7,10,False
Chowking,"['Chinese', 'Asian']",Very good,58,7,10,False
Xenia Cafe & Lounge,"['International', 'Arabic', 'Lebanese']",Very good,56,7,10,False
Dairy Queen,['Desserts'],Very good,52,7,10,False
"Doner Kebab, Barsha Heights - TECOM","['Shawarma', 'Doner', 'Sandwiches']",Good,47,9,10,False
London Slide,"['Burgers', 'Grills']",Good,63,7,10,False
Tu Yung,"['Asian', 'Chinese', 'Thai']",Very good,49,7,10,False
Beirut Wraps,"['Lebanese', 'Sandwiches', 'Arabic']",OK,52,5,10,False
"Perfetto Acai, Dubai Marina",['Healthy'],Good,47,7,10,False
JJ Chicken,"['Arabic', 'Healthy', 'Lebanese']",Good,50,5,10,False
Yellow Cab Pizza,"['Pizza', 'American', 'Italian']",Very good,50,6,0,False
"Biryani Pot, Jumeirah","['Indian', 'Pakistani', 'International']",Very good,60,6,30,False
Nando's Restaurant,"['Grills', 'Healthy', 'International']",Good,49,7,10,False
Q6 Bistro,"['Breakfast', 'Cafe', 'International']",Very good,53,9,0,False
"Malak Al Tawouk, Al Barsha 3","['Burgers', 'Lebanese', 'Sandwiches']",Very good,50,9,10,False
Section 86 Burgers & Fries,"['Burgers', 'Beverages']",Good,52,7,10,False
First Cup Sahara Restaurant & Cafe,['Arabic'],Good,52,7,10,False
"Sultan Saray Restaurant,Um Al Sheif","['Breakfast', 'Turkish', 'Shawarma', 'Doner']",Very good,59,7,10,False
Brambles,"['Healthy', 'Cafe', 'Desserts']",Good,52,9,10,False
BLK Cab Coffee,"['Cafe', 'Pizza']",OK,51,9,0,False
Joker Pizza,"['Pizza', 'Italian']",Good,55,7,10,False
DABANG Kathi and Curry,"['Indian', 'Sandwiches', 'Asian']",Good,47,7,10,False
Vamos Tacos,['Mexican'],Good,53,7,10,False
"312 , Al Sufouh 1","['Burgers', 'Sandwiches', 'American']",Very good,50,9,10,False
"Weirdough , Dubai Media City","['Pizza', 'Asian', 'Indian']",Very good,56,7,10,False
Curry Processing Unit CPU,"['Asian', 'Healthy', 'Indian']",Very good,56,7,10,False
"Farsi Restaurant, Jumeirah Lakes Towers",['Iranian'],Very good,60,5,50,False
Balkan Brunch Dubai,"['Grills', 'Healthy', 'Sandwiches']",Amazing,53,9,10,True
Crackles,['Grocery'],NA,54,9,10,True
Grand Umm Hassan,"['Arabic', 'Italian', 'Egyptian']",Good,49,7,10,False
Shazoma Shawarma,"['Shawarma', 'Doner', 'Lebanese', 'Arabic']",Good,45,7,10,False
Koryo,"['Grills', 'Asian', 'Bowls']",Very good,48,7,0,False
Shababeek,"['Arabic', 'Lebanese']",OK,47,7,10,True
Ostro,"['Healthy', 'International', 'Cafe']",Good,52,7,10,False
This is Burger - Home Of Real Cheeseburgers,"['American', 'Burgers', 'International']",NA,67,3,10,False
Fusion Amaravathi,"['Indian', 'Pakistani', 'Chinese']",Good,53,7,10,False
The Cheesecake Factory,"['American', 'Breakfast', 'Desserts']",Good,50,7,10,False
Jet Set Burger,"['Burgers', 'Fast', 'Food', 'American']",Very good,52,7,10,False
Al Hallab,"['Grills', 'Lebanese', 'Salads']",Very good,60,5,50,False
OG Sliders,"['Sliders', 'American', 'Burgers']",Good,54,7,10,False
Freddies Fish And Chips,"['Burgers', 'Sandwiches', 'Seafood']",OK,54,5,10,False
InstaPizza,"['Pizza', 'Italian']",OK,56,5,10,False
Terqwaz Blue,"['Arabic', 'International']",Good,53,7,10,False
Swades Vegetarian Restaurant,"['Indian', 'Vegetarian']",Very good,52,7,10,False
Oriental Box,"['Chinese', 'Thai', 'Asian']",Very good,51,7,10,False
Reel Cinemas,"['Beverages', 'Cafe']",Good,53,7,10,False
French Bakery,"['Sandwiches', 'Breakfast', 'Desserts']",Very good,49,9,10,False
Max's Restaurant,['Asian'],Very good,55,7,10,False
"Hatam, Ibn Batutta Mall","['Arabic', 'Iranian']",Very good,53,7,10,False
Kahve Dunyasi,"['Turkish', 'Beverages', 'Sandwiches']",OK,52,7,10,False
Yalla Indian Curries,"['Grills', 'Indian', 'Snacks']",NA,57,7,10,False
Aryaas Veg Restaurant,"['Indian', 'Vegetarian', 'International']",Very good,53,5,10,False
GYMFOOD,"['Healthy', 'Fresh', 'Juice', 'Salads']",Good,51,7,10,False
"Bangkok Town Restaurant , Abu Hail","['Thai', 'Asian']",Very good,60,0,200,False
Edo Sushi & Poke,"['Vegetarian', 'Japanese', 'Seafood']",Very good,56,7,10,False
Raging Wings,"['American', 'Grills']",OK,57,7,10,False
Levant Corner,"['Lebanese', 'Arabic', 'Shawarma', 'Doner']",Good,54,7,10,False
Level Social by Millennium Place Barsha Heights,"['Italian', 'International', 'Desserts']",OK,57,7,10,False
Manoushe W Nos,"['Lebanese', 'Sandwiches', 'Arabic']",Very good,54,7,10,False
Pomodorini Cucina Italiana,"['Italian', 'Pizza', 'International']",OK,52,7,10,False
Healthy Chicken Grills,"['Healthy', 'Salads', 'Grills']",OK,51,7,10,True
Saucy Skewers,"['Arabic', 'Sandwiches']",OK,57,7,10,False
Fresh Juice Hub,['Beverages'],Good,52,7,10,False
Toma Lounge,"['Lebanese', 'International']",Very good,54,7,10,False
Luca The Italian,"['Italian', 'Pizza', 'Pasta']",Very good,52,7,10,False
Burgers & Burgers,"['Burgers', 'Fried', 'Chicken', 'American']",Good,55,7,10,False
Spice Story,"['Grills', 'Indian', 'Pakistani']",Good,55,9,0,False
Adam's,"['International', 'American', 'Sandwiches']",Amazing,62,9,10,False
Slider HQ,"['Fast', 'Food', 'Sliders']",Good,63,9,0,False
Anjappar Chettinad Discovery Gardens,"['Indian', 'Seafood', 'Chinese']",Good,56,7,10,False
The Hamptons Café,"['Healthy', 'International', 'Cafe']",Good,49,9,0,False
Nature,"['International', 'Healthy']",Good,59,7,10,False
"Healthy & Diet Restaurant, Al Barsha 3","['Healthy', 'Sandwiches', 'Breakfast']",Very good,56,7,10,False
Bowls For You,"['Healthy', 'International']",NA,76,9,10,False
"Chappan Bhog, Discovery Gardens","['Breakfast', 'Indian', 'Vegetarian']",Good,55,7,10,False
The Media Lounge Restaurant & Cafe,"['Italian', 'Lebanese', 'Cafe']",Very good,56,7,10,False
Al Baalbaki,"['Lebanese', 'Sandwiches', 'Arabic']",Very good,54,9,10,False
SoDo Sourdough Pizza,"['Pizza', 'Healthy', 'Italian']",Good,57,7,10,False
"Mix N Match, Al Sufouh 2","['Italian', 'Sandwiches', 'International']",Good,53,7,10,False
Cake Delight,"['Specialty', 'Store', 'Cakes', 'Desserts']",OK,54,7,10,False
Stopover Restaurant,"['Burgers', 'Sandwiches', 'Arabic']",Good,59,9,10,False
Fikra W Hadiya,['Flowers'],Very good,60,0,100,False
Jabbour Restaurant,"['Lebanese', 'Sandwiches', 'Arabic']",Very good,54,7,10,False
NAR Express,"['Arabic', 'Lebanese', 'Sandwiches']",Good,60,7,10,False
The Market Restaurant & Cafe,"['Arabic', 'Asian', 'Italian']",Very good,59,7,10,False
"Cafe Bateel, Dubai Internet City - DIC","['Healthy', 'Bakery', 'Cakes', 'Breakfast']",OK,55,9,10,False
"Papa John`s, Al Sufouh 2","['American', 'Pizza']",Good,55,7,10,False
Lizzat Biryani,['Indian'],Good,56,7,10,False
Rice Asian Canteen,"['Asian', 'Chinese', 'Japanese']",Good,56,9,10,False
Al Fallah Al Masry,['Egyptian'],Very good,56,9,10,False
Wedallas,"['American', 'Burgers']",Very good,62,9,10,False
Xenia Cafe Lounge,"['Lebanese', 'Sandwiches', 'Arabic']",Very good,56,7,10,False
"Filli Cafe, Al Sufouh 2","['Sandwiches', 'Burgers']",NA,55,9,10,False
Freej Al Ain Restaurant,"['Emirati', 'Arabic', 'Mandi']",Very good,60,6,50,False
Farmer's Market,"['Specialty', 'Store', 'Fruits', 'Vegetables']",Good,60,10,0,False
Mahashi Al Cheef Restaurant,"['Egyptian', 'Arabic', 'Sandwiches']",Good,60,6,50,False
My Shawarma,"['Shawarma', 'Doner', 'Lebanese', 'Sandwiches']",Very good,51,9,0,False
"Just Burger, Al Barsha 1","['American', 'Burgers', 'Sandwiches']",Good,60,6,50,False
Shop Kitopi,['Grocery'],Very good,60,10,0,False
Del Monte Cafe,"['Cafe', 'Sandwiches', 'Snacks']",Amazing,52,9,10,False
Wed and Wed Flowers,['Flowers'],Very good,60,10,150,False
Flower Maral Gifts,['Flowers'],Good,60,10,99,False
AlHijaz Mandi Restaurant,"['Arabic', 'Mandi']",Good,54,9,10,False
Noodle Bar,"['Asian', 'Chinese', 'Japanese']",Good,57,9,10,False
Diet Grocer,"['Grocery', 'Convenience', 'Store']",Good,60,10,0,False
Gnarly Burgers,['Burgers'],OK,76,9,10,False
Aurum Restaurant & Cafe,"['International', 'Salads', 'Breakfast']",Very good,54,9,10,False
"Small Cakes Cupcakery, Al Wasl","['Specialty', 'Store', 'Bakery', 'Desserts']",Very good,60,31,0,False
aklé,"['Arabic', 'Healthy', 'Lebanese']",OK,57,9,10,False
Saladii,"['Healthy', 'Salads', 'Wraps']",Good,56,7,10,False
Black Petals Flowers,['Flowers'],Very good,60,9,200,False
Soy,"['Asian', 'Chinese', 'Thai']",Very good,55,7,10,False
Automatic Restaurant & Grill,"['Arabic', 'Lebanese', 'Sandwiches']",Good,53,7,10,False
Sultan Baba Iskender,['Turkish'],Good,56,7,10,False
Oh My Tacos!,"['Desserts', 'Fast', 'Food', 'Sandwiches']",Good,54,9,10,False
Bak Bak Chicken,"['Arabic', 'Lebanese', 'Sandwiches']",Good,53,7,10,False
Itsu Modern Japanese Restaurant,['Japanese'],Very good,68,7,10,False
Ultimate Chicken,"['Lebanese', 'Sandwiches', 'Arabic']",Very good,53,7,10,False
District Asia,"['International', 'Chinese', 'Japanese']",Very good,57,9,10,False
Fuze Chicken,['Grills'],NA,58,9,10,False
"Papa Kanafa, Al Barsha 1","['Specialty', 'Store', 'Bakery', 'Desserts']",Good,54,7,10,False
Asian Taste Restaurant,"['Asian', 'Desserts']",Good,54,7,10,False
Nathan's Famous - The Flavor of New York,"['American', 'Burgers', 'Sandwiches']",Good,53,7,10,False
Toma Lounge,"['Lebanese', 'International']",Very good,54,7,10,False
Luca The Italian,"['Italian', 'Pizza', 'Pasta']",Very good,52,7,10,False
Sumo Sushi and Bento (Dubai Media City),"['Healthy', 'Japanese', 'Asian']",Very good,54,9,10,False
"Denny`s, Jebel Ali 1","['American', 'Breakfast', 'Burgers']",Very good,58,7,10,False
"Shakespeare and Co. , Springs 2","['International', 'American', 'Cafe']",Very good,51,7,10,False
"Right Bite Express, Al Sufouh 2","['Healthy', 'Sandwiches', 'Salads']",Very good,50,7,10,False
Pedalo - Gelato & Floats,"['Specialty', 'Store', 'Ice', 'Cream', 'Cakes', 'Desserts']",NA,68,7,10,False
"UNDER500 , Al Sufouh 2","['Healthy', 'Salads', 'Burgers']",Very good,51,7,10,False
St. Pita,"['Arabic', 'Shawarma', 'Doner']",OK,57,7,10,False
Go! Noodle - Wok Bowls,"['Asian', 'Chinese', 'Thai']",Good,50,7,10,False
Ichiban,"['Japanese', 'Asian', 'Healthy']",Very good,51,7,10,False
"Peppermill, Jebel Ali 1",['Indian'],Good,54,9,10,False
Rose Gold Flowers Trading,['Flowers'],OK,60,6,100,False
Feta Restaurant,"['Seafood', 'International', 'Grills']",Very good,55,9,0,False
Atsu Asian & Noodles,"['Asian', 'Chinese']",OK,55,9,10,False
"Hardee's, Jumeirah Lakes Towers","['American', 'Burgers', 'Sandwiches']",Very good,35,8,21,False
emagine  grocery,['Grocery'],Very good,60,10,0,False
Intraflora,['Flowers'],OK,90,10,50,False
Pizza Hut,"['Pizza', 'International', 'American']",Very good,35,8,0,False
SugarMoo,"['Specialty', 'Store', 'Cakes', 'Desserts', 'Bakery']",Very good,90,10,50,False
KFC,"['American', 'Burgers', 'Sandwiches']",Good,35,7,22,False
Nagham Cafe & Restaurant,"['Breakfast', 'Chinese', 'Indian']",Very good,30,0,0,False
David F&B,"['Breakfast', 'Fast', 'Food', 'American']",Amazing,45,3,10,False
"Mister Baker, Jumeirah Lakes Towers - JLT","['Specialty', 'Store', 'Cakes', 'Desserts', 'Bakery']",Very good,38,3,10,False
Delhi Darbar,"['Indian', 'Pakistani', 'Chinese']",Very good,45,5,0,False
Soul Sante Cafe,"['Healthy', 'Vegetarian', 'Desserts']",Good,40,0,20,False
Keto Fresh Bakery,"['Specialty', 'Store', 'Bakery']",Good,45,3,10,False
Juicy's Cheesesteaks,"['American', 'Sandwiches']",Amazing,47,5,10,False
"Tandoori Junction,Jumeirah Lakes Towers - JLT",['Indian'],Good,47,5,10,False
Wok Box,"['Chinese', 'Thai', 'Asian']",Very good,47,3,10,False
Moms Food,"['Lebanese', 'Seafood', 'Arabic']",Very good,45,0,35,False
El Greco,"['Grills', 'Healthy', 'Arabic']",Very good,43,3,10,False
Bianco Italy,"['Specialty', 'Store', 'Ice', 'Cream', 'Cakes', 'Desserts']",NA,46,3,10,False
CDkeys.com,['Electronics'],NA,30,0,0,False
"Just Salad, Jumeirah Lakes Towers","['Healthy', 'Salads', 'Smoothies']",Very good,41,5,10,False
"Curry Chatti Restaurant, Al Karama","['Chinese', 'Indian', 'Vegetarian']",OK,40,0,50,False
Real Madrid Restaurant & Cafe,"['American', 'Breakfast', 'Burgers']",OK,45,5,0,False
Tokyo Taro,"['Asian', 'Japanese', 'Seafood']",NA,45,5,10,False
"Monkey Cookies, Jumeirah Lakes Towers - JLT","['Specialty', 'Store', 'Bakery']",OK,39,5,10,False
"Caza Da Venice ,Jumeirah Lakes Towers - JLT","['Italian', 'Pizza', 'Desserts']",Good,46,3,10,False
Brits DXB,"['International', 'American', 'Healthy']",NA,47,5,10,True
Muay Thai Kitchen,"['Asian', 'Chinese', 'Thai']",NA,47,5,10,True
Chicago's Original,"['American', 'Sandwiches']",NA,47,5,10,False
Chicken Joes,"['American', 'Grills', 'International']",NA,47,5,10,True
Cibo Italiano,"['Italian', 'Pizza', 'Breakfast']",Very good,48,3,10,False
Budapest Goulash,"['International', 'Salads', 'Soups']",NA,47,5,10,True
Yalla Choco,"['Desserts', 'Chocolate']",NA,45,5,10,False
CHICKEN STRIP JOINT,"['Fried', 'Chicken', 'American', 'Fast', 'Food']",Very good,51,0,10,False
IL Giardino,['Flowers'],Very good,35,9,10,False
Cook Door,"['Burgers', 'Sandwiches']",Very good,40,7,50,False
Al Reef,"['Grocery', 'Convenience', 'Store']",OK,48,3,10,False
Charlie Khan's,"['Indian', 'Pizza', 'Burgers']",Good,42,7,10,False
Spaghetto,"['Italian', 'Pizza']",NA,47,7,10,True
Bazerkan,"['Arabic', 'Grills', 'Lebanese']",NA,46,7,10,True
Nara Pan Asian,"['Asian', 'Chinese', 'Thai']",Very good,50,0,0,False
Healthy Patissiere,"['Desserts', 'Healthy']",Very good,50,0,35,False
The Gluten Free Shop,"['Specialty', 'Store', 'Desserts']",OK,50,0,35,False
"Sumaq,Al Quoz Industrial Area 3","['Arabic', 'Sandwiches']",NA,45,6,30,False
"Bear Bowls,Al Quoz Industrial Area 3",['Healthy'],Amazing,45,6,30,False
"The Better Burger Co,Al Quoz Industrial Area 3","['American', 'Breakfast', 'Healthy']",Amazing,45,6,30,False
Aurum Restaurant & Cafe,"['International', 'Salads', 'Breakfast']",Very good,54,9,10,False
"Small Cakes Cupcakery, Al Wasl","['Specialty', 'Store', 'Bakery', 'Desserts']",Very good,60,31,0,False
Only Organic,"['Grocery', 'Convenience', 'Store']",Very good,60,10,0,False
MIBO EatFit Keto,"['Healthy', 'Pizza', 'Desserts']",Good,54,9,10,False
Soil,"['Grocery', 'Convenience', 'Store']",OK,57,9,10,False
Betty Crocker,"['Specialty', 'Store', 'Bakery']",OK,60,10,0,False
Joy Confections,"['Specialty', 'Store', 'Cakes', 'Desserts']",Very good,90,26,150,False
Solidago Flower,['Flowers'],NA,60,10,100,False
"Razon`s Of Guagua, Ibn Battuta Mall","['Cafe', 'International', 'Asian']",Good,55,9,10,False
Koita,"['Specialty', 'Store', 'Beverages']",OK,60,10,0,False
Chai Adda Cafeteria,"['Breakfast', 'Shawarma', 'Doner', 'Fresh', 'Juice']",Good,61,9,10,False
Green Giant,"['Grocery', 'Supermarket']",OK,60,10,0,False
Brothers Gas,"['Specialty', 'Store']",NA,165,25,14,False
Petfood Essentials,"['Pet', 'Shop']",Good,60,10,0,False
Al Baalbaki,"['Lebanese', 'Sandwiches', 'Arabic']",Very good,54,9,10,False
SoDo Sourdough Pizza,"['Pizza', 'Healthy', 'Italian']",Good,57,7,10,False
Alfeniq Express,"['Lebanese', 'Sandwiches', 'Grills']",Good,58,7,10,False
"Azkadenya, Al Sufouh 2","['Arabic', 'Lebanese']",Good,56,7,10,False
Beit Al Darweesh,"['Lebanese', 'Arabic', 'Breakfast']",Good,58,7,10,False
"Happy Box, Al Barsha 3","['Flowers', 'Specialty', 'Store']",Very good,60,15,0,False
"Grillo The Healthier Option, Al Barsha","['American', 'Burgers', 'Sandwiches']",Good,60,6,50,False
Simply Oishii CAFE,"['Japanese', 'Bakery', 'Cakes', 'Desserts']",Very good,56,9,10,False
Abu Jad falafel and more,"['Arabic', 'Healthy', 'Sandwiches']",Good,60,6,0,False
Loaded Restaurant,"['Fast', 'Food', 'Sandwiches', 'Burgers']",Good,55,9,10,False
The Healthy Grocer by Right Bite,"['Grocery', 'Convenience', 'Store']",Good,60,10,0,False
"On The Wood, Al Barsha","['Arabic', 'Lebanese', 'Sandwiches']",Very good,60,7,40,False
Flavours of India,"['Indian', 'Chinese']",Good,61,7,10,False
"Freakin Healthy, Al Quoz Industrial Area 3","['Specialty', 'Store', 'Beverages']",NA,60,10,0,False
La baguette De l`entrecôte,"['Grills', 'Sandwiches', 'International']",NA,47,7,10,True
Royal Armani Flowers,['Flowers'],Good,35,9,10,False
Al Haramain Perfumes,"['Specialty', 'Store']",Amazing,35,9,10,False
Bahar,"['Iranian', 'Desserts']",Very good,49,7,10,False
Keto Crush,"['Healthy', 'International']",Very good,47,7,10,False
"The Kebab Shop, Dubai Sport City","['Shawarma', 'Doner', 'Indian', 'Sandwiches']",Very good,58,5,10,False
UpBeat Bowls & Burritos,"['Healthy', 'Mexican']",Very good,51,5,10,False
Laderach Chocolatier Suisse,"['Specialty', 'Store', 'Cakes', 'Desserts']",Amazing,46,9,10,False
"Oakberry Acai Bowls, Jumeirah Lakes Towers - JLT","['Desserts', 'Healthy', 'Vegetarian']",Very good,42,3,10,False
"Doner Afendi, Al Barsha South","['Turkish', 'Arabic', 'Sandwiches']",Good,45,6,40,False
"Oakberry Acai, Dubai Marina","['Healthy', 'Vegetarian', 'Desserts']",Good,49,7,10,False
Mini Ka'ak,"['Arabic', 'Breakfast', 'Sandwiches']",NA,46,7,10,False
Ucci Sushi Restaurant,"['Japanese', 'Seafood', 'Asian']",Good,50,7,10,False
Durban Curry Cafe,['International'],Very good,48,7,10,False
Carfoosh Restaurant,"['Arabic', 'Breakfast', 'Grills']",NA,48,7,10,False
Tia's Fresh Mex,"['International', 'Healthy', 'Mexican']",NA,45,6,30,False
OrangePuff Chimney Cake,"['Breakfast', 'Cafe', 'Specialty', 'Store']",OK,47,3,10,False
Baked Pinsa,"['Pizza', 'Healthy', 'Italian']",Good,49,3,10,False
"Little Italy, Jumeirah Lakes Towers - JLT","['Italian', 'Pizza', 'Pasta']",NA,48,5,10,False
City Cafe,"['Sandwiches', 'Beverages']",NA,48,5,10,False
Honey Cakes by Marlenka,"['Specialty', 'Store', 'Cakes', 'Desserts']",Amazing,45,7,10,False
Baldwin Cafe,"['International', 'Burgers', 'Sandwiches']",Good,50,3,10,False
"I love juice, Dubai Internet City","['Beverages', 'Healthy']",Amazing,49,5,10,False
Biryani & Bowls,"['Bowls', 'Indian', 'Asian']",Good,49,5,10,False
Roast Speciality Coffee,"['Sandwiches', 'Wraps', 'Cafe']",Very good,46,7,10,False
The Butcher Dubai Burger and Bar,"['Burgers', 'Cafe', 'American']",Very good,46,7,0,False
Savoury Fried Chicken And Smoothies,"['American', 'Burgers', 'Fast', 'Food']",NA,46,7,10,True
Shefaa Al Madeena Pharmacy,['Pharmacy'],Very good,46,9,10,False
BR8 Kitchen,"['Healthy', 'Vegetarian']",Very good,48,7,10,False
Stefanos,"['International', 'Sandwiches']",OK,48,7,10,False
Andreea`s,['International'],NA,48,7,10,False
"Krave, Barsha Height - TECOM","['Breakfast', 'Healthy', 'International']",Very good,54,7,10,False
The Hummus House,"['Arabic', 'Lebanese', 'Sandwiches']",Very good,47,9,10,False
Nathalie Bistro,"['International', 'Sandwiches', 'Seafood']",Good,52,5,10,False
Coop Restaurant,"['Arabic', 'Lebanese']",Very good,50,6,50,False
"Pinkberry, Springs","['Desserts', 'Frozen', 'Yogurt']",Good,43,7,10,False
Food Square Restaurant,"['Italian', 'Lebanese', 'International']",OK,47,7,10,False
Casa Mia Pasta,"['Italian', 'International', 'Pasta']",OK,47,7,10,False
Paratha Hut Restaurant,['Indian'],OK,49,7,10,False
"Balance, Dubai Marina","['Healthy', 'Sandwiches', 'Bowls']",Good,49,7,10,False
Ahla Tallah Restaurant & Cafe,"['Arabic', 'Combo', 'Breakfast']",OK,50,5,10,False
Karamna Al Khaleej Restaurant & Gahwa,"['Emirati', 'Arabic', 'Grills']",OK,51,7,10,False
Big And Fit Health Food,"['Pharmacy', 'Nutrition']",Very good,51,7,0,False
